Location (um) - Load	Load (gm) - Load	Location (um) - Top view	Diameter (um) - Top view	Location (um) - Side view	Diameter (um) - Side view	
		12887	109.5	12887	113.0	
		12827	110.6	12827	113.0	
		12797	110.6	12797	113.1	
		12767	110.6	12767	114.2	
		12737	110.6	12737	114.2	
		12677	110.6	12677	114.2	
		12647	111.7	12647	115.3	
		12617	111.7	12617	115.3	
		12556	112.8	12556	115.3	
		12526	112.8	12526	115.3	
		12496	112.8	12496	116.4	
		12466	112.8	12466	116.4	
		12406	113.9	12406	116.4	
		12376	113.9	12376	116.5	
		12346	113.9	12346	116.5	
		12316	113.9	12316	117.5	
		12256	115.0	12256	117.5	
		12226	115.0	12226	117.5	
		12196	115.1	12196	118.6	
		12166	116.1	12166	118.7	
		12106	116.1	12106	118.7	
		12076	117.2	12076	118.7	
		12046	117.2	12046	120.9	
		11985	117.2	11985	120.9	
		11955	117.2	11955	120.9	
		11925	118.3	11925	122.0	
		11895	119.5	11895	122.0	
		11835	119.5	11835	122.0	
		11805	119.5	11805	122.0	
		11775	119.5	11775	123.1	
		11745	120.6	11745	123.1	
		11685	120.6	11685	124.2	
		11655	121.7	11655	125.3	
		11625	121.7	11625	124.2	
		11595	121.7	11595	124.3	
		11535	121.7	11535	125.3	
		11505	122.8	11505	125.4	
		11475	123.9	11475	126.4	
		11414	123.9	11414	126.5	
		11384	123.9	11384	127.6	
		11354	123.9	11354	126.5	
		11324	123.9	11324	126.5	
		11264	123.9	11264	127.6	
		11234	123.9	11234	127.6	
		11204	123.9	11204	126.4	
		11174	121.7	11174	124.2	
		11114	119.5	11114	122.0	
		11084	117.2	11084	119.7	
		11054	112.8	11054	114.2	
		11024	108.4	11024	109.7	
		10964	102.9	10964	103.0	
		10934	96.3	10934	97.4	
		10903	89.7	10903	91.8	
		10843	85.2	10843	86.3	
		10813	79.7	10813	82.9	
		10783	77.5	10783	80.7	
		10753	76.4	10753	80.6	
		10693	77.5	10693	80.7	
		10663	79.8	10663	85.1	
		10633	85.3	10633	88.5	
		10603	90.8	10603	94.1	
		10543	97.4	10543	100.8	
		10513	104.0	10513	106.4	
		10483	110.6	10483	113.1	
		10453	115.1	10453	118.7	
		10393	120.6	10393	123.1	
		10363	123.9	10363	126.4	
		10333	126.1	10333	128.7	
		10302	128.3	10302	129.8	
		10242	129.4	10242	130.9	
		10212	130.5	10212	130.9	
		10182	129.4	10182	131.0	
		10122	129.4	10122	131.0	
		10092	129.4	10092	132.0	
		10062	130.5	10062	132.0	
		10032	129.4	10032	131.0	
		9972	129.4	9972	132.0	
		9942	129.4	9942	131.0	
		9912	129.4	9912	131.0	
		9882	130.5	9882	132.0	
		9822	130.5	9822	132.0	
		9792	129.4	9792	132.0	
