	
		2453	120.6	2453	124.3	
		2423	120.6	2423	124.3	
		2393	122.8	2393	126.4	
		2333	122.8	2333	126.4	
		2303	123.9	2303	128.7	
		2273	126.1	2273	128.7	
		2213	126.1	2213	129.8	
		2183	128.3	2183	130.9	
		2153	128.3	2153	130.9	
		2123	128.3	2123	132.0	
		2063	128.3	2063	132.1	
		2033	129.4	2033	132.1	
		2002	129.4	2002	132.1	
		1972	129.4	1972	132.1	
		1912	129.4	1912	132.1	
		1882	129.4	1882	132.1	
		1852	129.4	1852	133.1	
		1822	129.4	1822	132.1	
		1762	128.3	1762	132.1	
		1732	129.4	1732	133.1	
		1702	128.3	1702	132.1	
		1672	128.3	1672	132.1	
